NAME,BRAND,OPENED_ON,CLOSED_ON,ADDRESS,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_CODE_2022,COUNTY,CURRENT_QUARTER,CURRENT_QUARTER_START,AGE_QUARTERS,CLOSED_NEXT_QUARTER
Dollar General,Dollar General,2022-01-01,,14054 E 1750th Ave,39.106165,-87.68362,452319,455219,Crawford County,2025Q1,2025-01-01,12,0
Dollar General,Dollar General,2022-01-01,,14054 E 1750th Ave,39.106165,-87.68362,452319,455219,Crawford County,2025Q2,2025-04-01,13,0
Dollar General,Dollar General,2022-01-01,,14054 E 1750th Ave,39.106165,-87.68362,452319,455219,Crawford County,2025Q3,2025-07-01,14,0
Dollar General,Dollar General,2022-01-01,,14054 E 1750th Ave,39.106165,-87.68362,452319,455219,Crawford County,2025Q4,2025-10-01,15,0
Dollar General,Dollar General,2022-01-01,,14054 E 1750th Ave,39.106165,-87.68362,452319,455219,Crawford County,2026Q1,2026-01-01,16,0
AMITA Health,AMITA Health,2022-01-01,2022-04-01,333 Madison St Fl 2,41.527883,-88.135272,621111,621111,Will County,2022Q1,2022-01-01,0,1
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2023Q2,2023-04-01,0,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2023Q3,2023-07-01,1,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2023Q4,2023-10-01,2,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2024Q1,2024-01-01,3,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2024Q2,2024-04-01,4,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2024Q3,2024-07-01,5,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2024Q4,2024-10-01,6,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2025Q1,2025-01-01,7,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2025Q2,2025-04-01,8,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2025Q3,2025-07-01,9,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2025Q4,2025-10-01,10,0
Starbucks,Starbucks,2023-05-01,,2112 N Ashland Ave,41.921172,-87.669203,722515,722515,Cook County,2026Q1,2026-01-01,11,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2022Q4,2022-10-01,0,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2023Q1,2023-01-01,1,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2023Q2,2023-04-01,2,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2023Q3,2023-07-01,3,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2023Q4,2023-10-01,4,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2024Q1,2024-01-01,5,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2024Q2,2024-04-01,6,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2024Q3,2024-07-01,7,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2024Q4,2024-10-01,8,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2025Q1,2025-01-01,9,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2025Q2,2025-04-01,10,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2025Q3,2025-07-01,11,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2025Q4,2025-10-01,12,0
Liberty Tax Service,Liberty Tax Service,2022-11-01,,1113 Court St,40.564961,-89.635238,541213,541213,Tazewell County,2026Q1,2026-01-01,13,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2023Q2,2023-04-01,0,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2023Q3,2023-07-01,1,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2023Q4,2023-10-01,2,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2024Q1,2024-01-01,3,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2024Q2,2024-04-01,4,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2024Q3,2024-07-01,5,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2024Q4,2024-10-01,6,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2025Q1,2025-01-01,7,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2025Q2,2025-04-01,8,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2025Q3,2025-07-01,9,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2025Q4,2025-10-01,10,0
Shell Oil,Shell Oil,2023-05-01,,4401 W Fullerton Ave,41.924062,-87.73676,447110,457110,Cook County,2026Q1,2026-01-01,11,0
CITGO,CITGO,2026-01-01,,2406 S Bell School Rd,42.241703,-88.974824,447110,457110,Winnebago County,2026Q1,2026-01-01,0,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2022Q4,2022-10-01,0,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2023Q1,2023-01-01,1,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2023Q2,2023-04-01,2,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2023Q3,2023-07-01,3,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2023Q4,2023-10-01,4,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2024Q1,2024-01-01,5,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2024Q2,2024-04-01,6,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2024Q3,2024-07-01,7,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2024Q4,2024-10-01,8,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2025Q1,2025-01-01,9,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2025Q2,2025-04-01,10,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2025Q3,2025-07-01,11,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2025Q4,2025-10-01,12,0
H&E Equipment Services,H&E Equipment Services,2022-12-01,,4041 N Brush College Rd,39.896099,-88.89878,532490,532490,Macon County,2026Q1,2026-01-01,13,0
OSF HealthCare,OSF HealthCare,2025-10-01,,747 N Rutledge St,39.809398,-89.65873,621111,621111,Sangamon County,2025Q4,2025-10-01,0,0
OSF HealthCare,OSF HealthCare,2025-10-01,,747 N Rutledge St,39.809398,-89.65873,621111,621111,Sangamon County,2026Q1,2026-01-01,1,0
Rosati's Chicago Pizza,Rosati's Chicago Pizza,2025-11-01,,186 E Main St,41.264776,-88.214407,722511,722511,Will County,2025Q4,2025-10-01,0,0
Rosati's Chicago Pizza,Rosati's Chicago Pizza,2025-11-01,,186 E Main St,41.264776,-88.214407,722511,722511,Will County,2026Q1,2026-01-01,1,0
Country Financial,Country Financial,2022-05-01,2022-11-01,722 Essington Rd Unit B,41.53523,-88.159828,523110,523150,Will County,2022Q2,2022-04-01,0,0
Country Financial,Country Financial,2022-05-01,2022-11-01,722 Essington Rd Unit B,41.53523,-88.159828,523110,523150,Will County,2022Q3,2022-07-01,1,1
Country Financial,Country Financial,2022-05-01,2022-11-01,722 Essington Rd Unit B,41.53523,-88.159828,523110,523150,Will County,2022Q4,2022-10-01,2,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2022Q1,2022-01-01,0,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2022Q2,2022-04-01,1,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2022Q3,2022-07-01,2,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2022Q4,2022-10-01,3,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2023Q1,2023-01-01,4,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2023Q2,2023-04-01,5,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2023Q3,2023-07-01,6,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2023Q4,2023-10-01,7,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2024Q1,2024-01-01,8,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2024Q2,2024-04-01,9,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2024Q3,2024-07-01,10,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2024Q4,2024-10-01,11,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2025Q1,2025-01-01,12,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2025Q2,2025-04-01,13,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2025Q3,2025-07-01,14,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2025Q4,2025-10-01,15,0
Popeyes Louisiana Kitchen,Popeyes Louisiana Kitchen,2022-03-01,,3439 Orchard Rd,41.684002,-88.380974,722513,722513,Kendall County,2026Q1,2026-01-01,16,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2021Q1,2021-01-01,0,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2021Q2,2021-04-01,1,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2021Q3,2021-07-01,2,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2021Q4,2021-10-01,3,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2022Q1,2022-01-01,4,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2022Q2,2022-04-01,5,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2022Q3,2022-07-01,6,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2022Q4,2022-10-01,7,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2023Q1,2023-01-01,8,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2023Q2,2023-04-01,9,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2023Q3,2023-07-01,10,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2023Q4,2023-10-01,11,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2024Q1,2024-01-01,12,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2024Q2,2024-04-01,13,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2024Q3,2024-07-01,14,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2024Q4,2024-10-01,15,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2025Q1,2025-01-01,16,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2025Q2,2025-04-01,17,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2025Q3,2025-07-01,18,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2025Q4,2025-10-01,19,0
Cricket Wireless,Cricket Wireless,2021-03-01,,52 S Kennedy Dr,42.119318,-88.258864,517312,517112,Kane County,2026Q1,2026-01-01,20,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2020Q3,2020-07-01,0,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2020Q4,2020-10-01,1,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2021Q1,2021-01-01,2,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2021Q2,2021-04-01,3,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2021Q3,2021-07-01,4,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2021Q4,2021-10-01,5,0
AMITA Health,AMITA Health,2020-09-01,2022-04-01,2302 S Route 59,41.563293,-88.198496,621111,621111,Will County,2022Q1,2022-01-01,6,1
AMITA Health,AMITA Health,2021-10-01,2022-04-01,1908 Dempster St Ste A,42.038508,-87.700289,621111,621111,Cook County,2021Q4,2021-10-01,0,0
AMITA Health,AMITA Health,2021-10-01,2022-04-01,1908 Dempster St Ste A,42.038508,-87.700289,621111,621111,Cook County,2022Q1,2022-01-01,1,1
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2023Q1,2023-01-01,0,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2023Q2,2023-04-01,1,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2023Q3,2023-07-01,2,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2023Q4,2023-10-01,3,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2024Q1,2024-01-01,4,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2024Q2,2024-04-01,5,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2024Q3,2024-07-01,6,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2024Q4,2024-10-01,7,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2025Q1,2025-01-01,8,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2025Q2,2025-04-01,9,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2025Q3,2025-07-01,10,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2025Q4,2025-10-01,11,0
Nothing Bundt Cakes,Nothing Bundt Cakes,2023-03-01,,3923 41st Avenue Dr # 10,41.470834,-90.480463,722515,722515,Rock Island County,2026Q1,2026-01-01,12,0
Burlington,Burlington,2024-10-01,,4628 W Diversey Ave,41.932857,-87.743737,448140,458110,Cook County,2024Q4,2024-10-01,0,0
Burlington,Burlington,2024-10-01,,4628 W Diversey Ave,41.932857,-87.743737,448140,458110,Cook County,2025Q1,2025-01-01,1,0
Burlington,Burlington,2024-10-01,,4628 W Diversey Ave,41.932857,-87.743737,448140,458110,Cook County,2025Q2,2025-04-01,2,0
Burlington,Burlington,2024-10-01,,4628 W Diversey Ave,41.932857,-87.743737,448140,458110,Cook County,2025Q3,2025-07-01,3,0
Burlington,Burlington,2024-10-01,,4628 W Diversey Ave,41.932857,-87.743737,448140,458110,Cook County,2025Q4,2025-10-01,4,0
Burlington,Burlington,2024-10-01,,4628 W Diversey Ave,41.932857,-87.743737,448140,458110,Cook County,2026Q1,2026-01-01,5,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2024Q3,2024-07-01,0,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2024Q4,2024-10-01,1,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2025Q1,2025-01-01,2,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2025Q2,2025-04-01,3,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2025Q3,2025-07-01,4,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2025Q4,2025-10-01,5,0
Health Street,Health Street,2024-08-01,,391 S Bolingbrook Dr,41.688677,-88.068914,621511,621511,Will County,2026Q1,2026-01-01,6,0
Freshii,Freshii,2026-02-01,,5220 Fashion Outlets Way,41.974991,-87.86714,722513,722513,Cook County,2026Q1,2026-01-01,0,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2021Q3,2021-07-01,0,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2021Q4,2021-10-01,1,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2022Q1,2022-01-01,2,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2022Q2,2022-04-01,3,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2022Q3,2022-07-01,4,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2022Q4,2022-10-01,5,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2023Q1,2023-01-01,6,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2023Q2,2023-04-01,7,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2023Q3,2023-07-01,8,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2023Q4,2023-10-01,9,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2024Q1,2024-01-01,10,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2024Q2,2024-04-01,11,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2024Q3,2024-07-01,12,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2024Q4,2024-10-01,13,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2025Q1,2025-01-01,14,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2025Q2,2025-04-01,15,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2025Q3,2025-07-01,16,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2025Q4,2025-10-01,17,0
Wingstop,Wingstop,2021-07-01,,532B W Dundee Rd,42.139881,-87.929261,722513,722513,Cook County,2026Q1,2026-01-01,18,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2021Q2,2021-04-01,0,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2021Q3,2021-07-01,1,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2021Q4,2021-10-01,2,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2022Q1,2022-01-01,3,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2022Q2,2022-04-01,4,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2022Q3,2022-07-01,5,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2022Q4,2022-10-01,6,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2023Q1,2023-01-01,7,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2023Q2,2023-04-01,8,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2023Q3,2023-07-01,9,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2023Q4,2023-10-01,10,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2024Q1,2024-01-01,11,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2024Q2,2024-04-01,12,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2024Q3,2024-07-01,13,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2024Q4,2024-10-01,14,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2025Q1,2025-01-01,15,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2025Q2,2025-04-01,16,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2025Q3,2025-07-01,17,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2025Q4,2025-10-01,18,0
Verizon Wireless,Verizon Wireless,2021-06-01,,3312 S Cicero Ave,41.831127,-87.744333,517312,517112,Cook County,2026Q1,2026-01-01,19,0
